Edges,spearman,pearson,mldm,magma,sparcc,spieceasi
Lactobacillus-Morganella-neg,0.0864,0.0645,0.0,0.0,0.0892,0.0
Lactobacillus-Fusobacterium-neg,0.0864,0.0637,0.0,0.0,0.1028,0.0
Lactobacillus-Kurthia-neg,0.0604,0.0457,0.0,0.0,0.0244,0.0
Lactobacillus-Staphylococcaceae-pos,0.0934,0.0,0.0,0.0,0.0,0.0
Lactobacillus-Staphylococcaceae-neg,0.0,0.0219,0.0,0.0,0.0114,0.0
Lactobacillus-Methylobacterium-pos,0.0,0.0,0.0,0.0,0.0418,0.0
Lactobacillus-Methylobacterium-neg,0.0864,0.0598,0.081741472650894,0.0,0.0,0.0
Lactobacillus-Veillonella-pos,0.1851,0.212,0.0,0.0,0.118,0.0
Lactobacillus-Acinetobacter-neg,0.0604,0.0457,0.0,0.0,0.0841,0.0
Lactobacillus-Aeromonas-neg,0.0604,0.0457,0.0,0.0,0.0481,0.0
Lactobacillus-Bacillaceae-pos,0.0,0.0,0.0,0.0,0.0416,0.0
Lactobacillus-Bacillaceae-neg,0.0604,0.0457,0.0,0.0,0.0,0.0
Lactobacillus-Clostridiaceae-pos,0.1187,0.1349,0.0,0.0,0.0304,0.0
Lactobacillus-Peptoniphilus-pos,0.1196,0.0,0.0,0.0,0.0,0.0
Lactobacillus-Peptoniphilus-neg,0.0,0.0426,0.0,0.0,0.0107,0.0
Lactobacillus-Dietzia-neg,0.0864,0.0593,0.0,0.0,0.0303,0.0
Lactobacillus-Erysipelothrix-pos,0.0,0.0,0.0,0.0,0.0085,0.0
Lactobacillus-Erysipelothrix-neg,0.107,0.0686,0.0,0.0,0.0,0.0
Lactobacillus-Sporomusaceae-neg,0.1071,0.0699,0.0,0.0,0.1085,0.0
Lactobacillus-Desulfuromonadaceae-pos,0.0,0.0,0.0,0.0,0.022,0.0
Lactobacillus-Desulfuromonadaceae-neg,0.107,0.0755,0.0,0.0,0.0,0.0
Lactobacillus-Anaerococcus-pos,0.1143,0.0,0.0,0.0,0.0,0.0
Lactobacillus-Anaerococcus-neg,0.0,0.0489,0.0,0.0,0.0441,0.0
Lactobacillus-Arcanobacterium-pos,0.2008,0.0419,0.0,0.0,0.0,0.0
Lactobacillus-Arcanobacterium-neg,0.0,0.0,0.0,0.0,0.0818,0.0
Lactobacillus-Porphyromonas-pos,0.288,0.0818,0.0,0.0,0.0279,0.0
Lactobacillus-Brevibacillus-pos,0.1661,0.1228,0.0,0.0,0.0,0.0
Lactobacillus-Brevibacillus-neg,0.0,0.0,0.0,0.0,0.0347,0.0
Lactobacillus-Selenomonas-neg,0.0604,0.0457,0.0,0.0,0.0,0.0
Lactobacillus-Campylobacter-pos,0.0,0.0,0.0,0.0,0.0509,0.0
Lactobacillus-Campylobacter-neg,0.0604,0.0457,0.0,0.0,0.0,0.0
Lactobacillus-Eggerthellaceae-neg,0.0864,0.0582,0.0,0.0,0.0052,0.0
Lactobacillus-Ruminiclostridium-neg,0.0604,0.0457,0.0,0.0,0.0016,0.0
Lactobacillus-Rhizobium-neg,0.0604,0.0457,0.0,0.0,0.0319,0.0
Lactobacillus-Anaerobranca-neg,0.0864,0.064,0.0,0.0,0.014,0.0
Lactobacillus-Domibacillus-neg,0.0604,0.0457,0.0,0.0,0.0098,0.0
Lactobacillus-Actinomyces-pos,0.252,0.2262,0.0,0.0,0.0172,0.0
Lactobacillus-Paenibacillus-neg,0.0604,0.0457,0.0,0.0,0.0362,0.0
Lactobacillus-Stenotrophomonas-pos,0.0,0.0,0.0,0.0,0.0215,0.0
Lactobacillus-Stenotrophomonas-neg,0.0604,0.0457,0.0,0.0,0.0,0.0
Lactobacillus-Eggerthella-neg,0.0604,0.0457,0.0,0.0,0.1242,0.0
Lactobacillus-Acetobacter-neg,0.0604,0.0457,0.0,0.0,0.0729,0.0
Lactobacillus-Acetobacterium-neg,0.0604,0.0457,0.0,0.0,0.0896,0.0
Lactobacillus-Flavobacterium-neg,0.0604,0.0457,0.0,0.0,0.0335,0.0
Lactobacillus-Actinobacteria-neg,0.0604,0.0457,0.0,0.0,0.0156,0.0
Lactobacillus-Pedobacter-neg,0.0604,0.0457,0.0,0.0,0.0302,0.0
Lactobacillus-Micrococcus-pos,0.0,0.0,0.0,0.0,0.0503,0.0
Lactobacillus-Micrococcus-neg,0.0604,0.0457,0.0,0.0,0.0,0.0
Lactobacillus-Brevundimonas-pos,0.0,0.0,0.0,0.0,0.1226,0.0
Lactobacillus-Brevundimonas-neg,0.0604,0.0457,0.0,0.0,0.0,0.0
Lactobacillus-Slackia-pos,0.4328,0.859,0.0,0.0,0.0219,0.0
Lactobacillus-Gammaproteobacteria-pos,0.0,0.0,0.0,0.0,0.0662,0.0
Lactobacillus-Gammaproteobacteria-neg,0.0604,0.0457,0.0,0.0,0.0,0.0
Lactobacillus-Rhodobacteraceae-pos,0.0,0.0,0.0,0.0,0.0553,0.0
Lactobacillus-Rhodobacteraceae-neg,0.0604,0.0457,0.0,0.0,0.0,0.0
Lactobacillus-Propionibacteriaceae-neg,0.0604,0.0457,0.0,0.0,0.0323,0.0
Lactobacillus-Oscillatoriaceae-neg,0.0604,0.0457,0.0,0.0,0.0318,0.0
Lactobacillus-Flavobacteriaceae-neg,0.0604,0.0457,0.0,0.0,0.0457,0.0
Sphingomonas-Desulfovibrio-pos,0.0,0.0,0.0729872917558371,0.0,0.0,0.0
Sphingomonas-Desulfovibrio-neg,0.1313,0.055,0.0,0.0,0.0504,0.0
Sphingomonas-Lachnoclostridium-pos,0.3093,0.0177,0.0,0.0,0.2045,0.0
Sphingomonas-Odoribacter-pos,0.2608,0.1759,0.0971241027632426,0.0,0.158,0.0
Sphingomonas-Enterobacterales-neg,0.0731,0.0397,0.0622423191536904,0.0,0.0099,0.0
Sphingomonas-Enterococcus-pos,0.3171,0.0,0.0,0.0,0.1419,0.0
Sphingomonas-Enterococcus-neg,0.0,0.0161,0.0,0.0,0.0,0.0
Sphingomonas-Firmicutes-pos,0.2094,0.0411,0.000917741273532725,0.0,0.1827,0.0
Sphingomonas-Erysipelotrichaceae-neg,0.1266,0.0557,0.0,0.0,0.0589,0.0
Sphingomonas-Unassigned-pos,0.0,0.0,0.0,0.0,0.036,0.0
Sphingomonas-Unassigned-neg,0.0412,0.0267,0.0,0.0,0.0,0.0
Sphingomonas-Coriobacteriia-neg,0.1628,0.0804,0.0,0.0,0.1536,0.0
Sphingomonas-Faecalicatena-neg,0.0854,0.0526,0.0,0.0,0.026,0.0
Sphingomonas-Desulfosporosinus-neg,0.1451,0.0601,0.0,0.0,0.0797,0.0
Sphingomonas-Burkholderiales-pos,0.4608,0.1667,0.23395642048329604,0.010835522571139001,0.1804,0.0
Sphingomonas-Bacteroidia-neg,0.1266,0.0606,0.0,0.0,0.1566,0.0
Sphingomonas-Collinsella-neg,0.1266,0.0632,0.10425795076931299,0.0,0.0671,0.0
Sphingomonas-Corynebacterium-pos,0.193,0.0,0.0,0.0,0.0799,0.0
Sphingomonas-Corynebacterium-neg,0.0,0.0448,0.0,0.0,0.0,0.0
Sphingomonas-Clostridiales Family XIII. Incertae Sedis-neg,0.145,0.0805,0.0,0.0,0.0158,0.0
Sphingomonas-Bacteria-neg,0.0731,0.0436,0.0,0.0,0.0756,0.0
Sphingomonas-Moorella-pos,0.0,0.0,0.0,0.0,0.0306,0.0
Sphingomonas-Moorella-neg,0.1266,0.0723,0.0,0.0,0.0,0.0
Sphingomonas-Brucella-pos,0.2205,0.0004,0.0,0.0,0.1051,0.0
Sphingomonas-Dysgonomonas-neg,0.1071,0.0653,0.0,0.0,0.1226,0.0
Sphingomonas-Porphyromonadaceae-pos,0.0,0.0,0.0,0.0,0.0184,0.0
Sphingomonas-Porphyromonadaceae-neg,0.059,0.0372,0.0,0.0,0.0,0.0
Sphingomonas-Planococcaceae-pos,0.0,0.0,0.0,0.0,0.0611,0.0
Sphingomonas-Planococcaceae-neg,0.0412,0.0267,0.0,0.0,0.0,0.0
Sphingomonas-Oceanobacillus-pos,0.0,0.0,0.0,0.0,0.0461,0.0
Sphingomonas-Oceanobacillus-neg,0.059,0.0381,0.0856481457857131,0.0,0.0,0.0
Sphingomonas-Legionella-neg,0.0731,0.0431,0.0,0.0,0.0606,0.0
Sphingomonas-Yersiniaceae-neg,0.0412,0.0267,0.0,0.0,0.0606,0.0
Sphingomonas-Cronobacter-pos,0.0,0.0,0.0,0.0,0.1318,0.0
Sphingomonas-Cronobacter-neg,0.0412,0.0267,0.0,0.0,0.0,0.0
Sphingomonas-Lactococcus-pos,0.0,0.0,0.0,0.0,0.1199,0.0
Sphingomonas-Lactococcus-neg,0.0412,0.0267,0.0,0.0,0.0,0.0
Sphingomonas-Morganella-pos,0.0,0.0,0.0,0.0,0.0533,0.0
Sphingomonas-Morganella-neg,0.059,0.0378,0.0,0.0,0.0,0.0
Sphingomonas-Fusobacterium-pos,0.0,0.0,0.0,0.0,0.0049,0.0
Sphingomonas-Fusobacterium-neg,0.059,0.0373,0.0,0.0,0.0,0.0
Sphingomonas-Kurthia-pos,0.5633,0.0979,0.0,0.033107473462584,0.115,0.0
Sphingomonas-Staphylococcaceae-pos,0.0,0.0,0.0,0.0,0.0001,0.0
Sphingomonas-Staphylococcaceae-neg,0.0854,0.0526,0.0,0.0,0.0,0.0
Sphingomonas-Methylobacterium-pos,0.0,0.0,0.0,0.0,0.0381,0.0
Sphingomonas-Methylobacterium-neg,0.059,0.035,0.0,0.0,0.0,0.0
Sphingomonas-Veillonella-neg,0.0731,0.0457,0.0,0.0,0.0227,0.0
Sphingomonas-Acinetobacter-pos,0.5633,0.0979,0.0,0.0331026320747066,0.2135,0.0
Sphingomonas-Aeromonas-pos,0.0,0.0,0.0,0.0,0.0579,0.0
Sphingomonas-Aeromonas-neg,0.0412,0.0267,0.0,0.0,0.0,0.0
Sphingomonas-Bacillaceae-neg,0.0412,0.0267,0.0,0.0,0.0123,0.0
Sphingomonas-Clostridiaceae-pos,0.0,0.0,0.0,0.0,0.018,0.0
Sphingomonas-Clostridiaceae-neg,0.0854,0.0481,0.0,0.0,0.0,0.0
Sphingomonas-Peptoniphilus-neg,0.0731,0.0336,0.0,0.0,0.0462,0.0
Sphingomonas-Dietzia-neg,0.059,0.0347,0.0,0.0,0.0067,0.0
Sphingomonas-Erysipelothrix-pos,0.6406,0.0331,0.0695277182867438,0.0770760608982686,0.1198,0.0
Sphingomonas-Sporomusaceae-pos,0.2602,0.0,0.0,0.0,0.0966,0.0
Sphingomonas-Sporomusaceae-neg,0.0,0.031,0.0,0.0,0.0,0.0
Sphingomonas-Desulfuromonadaceae-neg,0.0731,0.0442,0.0,0.0,0.0106,0.0
Sphingomonas-Anaerococcus-pos,0.2679,0.0,0.0,0.0,0.1263,0.0
Sphingomonas-Anaerococcus-neg,0.0,0.0266,0.0,0.0,0.0,0.0
Sphingomonas-Arcanobacterium-pos,0.3444,0.0,0.0,0.0,0.0408,0.0
Sphingomonas-Arcanobacterium-neg,0.0,0.0225,0.0,0.0,0.0,0.0
Sphingomonas-Porphyromonas-pos,0.0,0.0,0.0,0.0,0.0582,0.0
Sphingomonas-Porphyromonas-neg,0.0966,0.0473,0.0,0.0,0.0,0.0
Sphingomonas-Brevibacillus-pos,0.0,0.0,0.0,0.0,0.1019,0.0
Sphingomonas-Brevibacillus-neg,0.0731,0.0464,0.0,0.0,0.0,0.0
Sphingomonas-Selenomonas-pos,0.0,0.0,0.0,0.0,0.0201,0.0
Sphingomonas-Selenomonas-neg,0.0412,0.0267,0.0,0.0,0.0,0.0
Sphingomonas-Campylobacter-pos,0.0,0.0,0.0,0.0,0.1161,0.0
Sphingomonas-Campylobacter-neg,0.0412,0.0267,0.0,0.0,0.0,0.0
Sphingomonas-Eggerthellaceae-pos,0.0,0.0,0.0,0.0,0.0863,0.0
Sphingomonas-Eggerthellaceae-neg,0.059,0.034,0.0,0.0,0.0,0.0
Sphingomonas-Ruminiclostridium-pos,0.0,0.0,0.0,0.0,0.0523,0.0
Sphingomonas-Ruminiclostridium-neg,0.0412,0.0267,0.0,0.0,0.0,0.0
Sphingomonas-Rhizobium-neg,0.0412,0.0267,0.0,0.0,0.0733,0.0
Sphingomonas-Anaerobranca-neg,0.059,0.0375,0.0,0.0,0.0583,0.0
Sphingomonas-Domibacillus-pos,0.0,0.0,0.0,0.0,0.0668,0.0
Sphingomonas-Domibacillus-neg,0.0412,0.0267,0.0,0.0,0.0,0.0
Sphingomonas-Actinomyces-neg,0.059,0.0382,0.0,0.0,0.0089,0.0
Sphingomonas-Paenibacillus-pos,0.0,0.0,0.0,0.0,0.116,0.0
Sphingomonas-Paenibacillus-neg,0.0412,0.0267,0.0,0.0,0.0,0.0
Sphingomonas-Stenotrophomonas-neg,0.0412,0.0267,0.0,0.0,0.1613,0.0
Sphingomonas-Eggerthella-pos,0.5359,0.0058,0.0,0.0,0.1266,0.0
Sphingomonas-Acetobacter-neg,0.0412,0.0267,0.0,0.0,0.0156,0.0
Sphingomonas-Acetobacterium-pos,0.0,0.0,0.0,0.0,0.1289,0.0
Sphingomonas-Acetobacterium-neg,0.0412,0.0267,0.0,0.0,0.0,0.0
Sphingomonas-Flavobacterium-neg,0.0412,0.0267,0.0,0.0,0.0288,0.0
Sphingomonas-Actinobacteria-pos,0.0,0.0,0.0,0.0,0.032,0.0
Sphingomonas-Actinobacteria-neg,0.0412,0.0267,0.0,0.0,0.0,0.0
Sphingomonas-Pedobacter-pos,0.0,0.0,0.0,0.0,0.0282,0.0
Sphingomonas-Pedobacter-neg,0.0412,0.0267,0.0,0.0,0.0,0.0
Sphingomonas-Micrococcus-pos,0.0,0.0,0.0,0.0,0.069,0.0
Sphingomonas-Micrococcus-neg,0.0412,0.0267,0.0,0.0,0.0,0.0
Sphingomonas-Brevundimonas-neg,0.0412,0.0267,0.0,0.0,0.0388,0.0
Sphingomonas-Slackia-pos,0.0,0.0,0.0,0.0,0.0411,0.0
Sphingomonas-Slackia-neg,0.0412,0.0267,0.0,0.0,0.0,0.0
Sphingomonas-Gammaproteobacteria-pos,0.0,0.0,0.0,0.0,0.0026,0.0
Sphingomonas-Gammaproteobacteria-neg,0.0412,0.0267,0.0,0.0,0.0,0.0
Sphingomonas-Rhodobacteraceae-pos,0.0,0.0,0.0,0.0,0.0334,0.0
Sphingomonas-Rhodobacteraceae-neg,0.0412,0.0267,0.0,0.0,0.0,0.0
Sphingomonas-Propionibacteriaceae-neg,0.0412,0.0267,0.0,0.0,0.0683,0.0
Sphingomonas-Oscillatoriaceae-pos,0.0,0.0,0.0,0.0,0.0606,0.0
Sphingomonas-Oscillatoriaceae-neg,0.0412,0.0267,0.0,0.0,0.0,0.0
Sphingomonas-Flavobacteriaceae-pos,0.5633,0.0979,0.0,0.0,0.0894,0.0
Desulfovibrio-Lachnoclostridium-pos,0.3208,0.2938,0.0,0.0,0.2684,0.0
Desulfovibrio-Odoribacter-pos,0.365,0.2515,0.095016790647377,0.0,0.1765,0.0
Desulfovibrio-Enterobacterales-neg,0.0143,0.1012,0.0,0.0,0.1118,0.0
Desulfovibrio-Enterococcus-neg,0.3179,0.1777,0.0,0.0,0.3283,0.0
Desulfovibrio-Firmicutes-neg,0.1854,0.1668,0.0,0.0,0.1275,0.0
Desulfovibrio-Erysipelotrichaceae-pos,0.2969,0.4461,0.0,0.0,0.1873,0.0
Desulfovibrio-Unassigned-pos,0.1969,0.0588,0.0,0.0,0.0919,0.0
Desulfovibrio-Coriobacteriia-neg,0.1001,0.0718,0.0,0.0,0.0428,0.0
Desulfovibrio-Faecalicatena-pos,0.2446,0.3845,0.0,0.0,0.0804,0.0
Desulfovibrio-Desulfosporosinus-pos,0.2184,0.0664,0.0,0.0,0.0597,0.0
Desulfovibrio-Burkholderiales-pos,0.1961,0.2067,0.0,0.0,0.1386,0.0
Desulfovibrio-Bacteroidia-pos,0.5923,0.4891,0.0,0.0,0.3037,0.0
Desulfovibrio-Collinsella-neg,0.1872,0.0645,0.0,0.0,0.1714,0.0
Desulfovibrio-Corynebacterium-neg,0.119,0.0939,0.0,0.0,0.198,0.0
Desulfovibrio-Clostridiales Family XIII. Incertae Sedis-pos,0.1114,0.1124,0.0,0.0,0.0,0.0
Desulfovibrio-Clostridiales Family XIII. Incertae Sedis-neg,0.0,0.0,0.0,0.0,0.0034,0.0
Desulfovibrio-Bacteria-pos,0.0176,0.0,0.0,0.0,0.0,0.0
Desulfovibrio-Bacteria-neg,0.0,0.0585,0.0,0.0,0.0787,0.0
Desulfovibrio-Moorella-pos,0.2869,0.4423,0.0184525717820846,0.0,0.1474,0.0
Desulfovibrio-Brucella-neg,0.2718,0.1517,0.0,0.0,0.2368,0.0
Desulfovibrio-Dysgonomonas-pos,0.1719,0.2604,0.0,0.0,0.0,0.0
Desulfovibrio-Dysgonomonas-neg,0.0,0.0,0.0,0.0,0.0747,0.0
Desulfovibrio-Porphyromonadaceae-pos,0.3065,0.173,0.0,0.0,0.0596,0.0
Desulfovibrio-Planococcaceae-neg,0.1312,0.0774,0.0,0.0,0.1299,0.0
Desulfovibrio-Oceanobacillus-neg,0.1877,0.1103,0.0,0.0,0.0539,0.0
Desulfovibrio-Legionella-pos,0.2918,0.3041,0.0,0.0,0.1321,0.0
Desulfovibrio-Yersiniaceae-pos,0.2559,0.1723,0.0,0.0,0.0183,0.0
Desulfovibrio-Cronobacter-neg,0.1312,0.0774,0.0,0.0,0.0008,0.0
Desulfovibrio-Lactococcus-neg,0.1312,0.0774,0.0442839986304056,0.0,0.1116,0.0
Desulfovibrio-Morganella-pos,0.2762,0.1008,0.0,0.0,0.0318,0.0
Desulfovibrio-Fusobacterium-pos,0.2762,0.097,0.0,0.0,0.0,0.0
Desulfovibrio-Fusobacterium-neg,0.0,0.0,0.0,0.0,0.0872,0.0
Desulfovibrio-Kurthia-neg,0.1312,0.0774,0.0,0.0,0.109,0.0
Desulfovibrio-Staphylococcaceae-pos,0.2114,0.2941,0.0,0.0,0.0594,0.0
Desulfovibrio-Methylobacterium-pos,0.0331,0.0154,0.0,0.0,0.0,0.0
Desulfovibrio-Methylobacterium-neg,0.0,0.0,0.0,0.0,0.0236,0.0
Desulfovibrio-Veillonella-neg,0.2326,0.1321,0.0,0.0,0.1152,0.0
Desulfovibrio-Acinetobacter-neg,0.1312,0.0774,0.0,0.0,0.0577,0.0
Desulfovibrio-Aeromonas-neg,0.1312,0.0774,0.0,0.0,0.1718,0.0
Desulfovibrio-Bacillaceae-pos,0.0,0.0,0.0,0.0,0.0516,0.0
Desulfovibrio-Bacillaceae-neg,0.1312,0.0774,0.0,0.0,0.0,0.0
Desulfovibrio-Clostridiaceae-pos,0.0436,0.31,0.0,0.0,0.0,0.0
Desulfovibrio-Clostridiaceae-neg,0.0,0.0,0.0,0.0,0.0473,0.0
Desulfovibrio-Peptoniphilus-neg,0.0827,0.03,0.0,0.0,0.0429,0.0
Desulfovibrio-Dietzia-pos,0.2762,0.0816,0.0,0.0,0.1355,0.0
Desulfovibrio-Erysipelothrix-neg,0.0846,0.0953,0.0,0.0,0.119,0.0
Desulfovibrio-Sporomusaceae-neg,0.0827,0.0559,0.0,0.0,0.0906,0.0
Desulfovibrio-Desulfuromonadaceae-pos,0.1306,0.0353,0.0,0.0,0.0,0.0
Desulfovibrio-Desulfuromonadaceae-neg,0.0,0.0,0.0,0.0,0.0918,0.0
Desulfovibrio-Anaerococcus-neg,0.0827,0.055,0.0,0.0,0.1052,0.0
Desulfovibrio-Arcanobacterium-neg,0.1877,0.1024,0.0,0.0,0.0965,0.0
Desulfovibrio-Porphyromonas-pos,0.0,0.008,0.0,0.0,0.0,0.0
Desulfovibrio-Porphyromonas-neg,0.0132,0.0,0.0,0.0,0.1271,0.0
Desulfovibrio-Brevibacillus-neg,0.2327,0.1343,0.0,0.0,0.046,0.0
Desulfovibrio-Selenomonas-pos,0.0591,0.0,0.0,0.0,0.0005,0.0
Desulfovibrio-Selenomonas-neg,0.0,0.032,0.0,0.0,0.0,0.0
Desulfovibrio-Campylobacter-pos,0.0,0.0,0.0,0.0,0.0052,0.0
Desulfovibrio-Campylobacter-neg,0.1312,0.0774,0.0,0.0,0.0,0.0
Desulfovibrio-Eggerthellaceae-neg,0.1877,0.0985,0.0,0.0,0.2166,0.0
Desulfovibrio-Ruminiclostridium-pos,0.2165,0.1042,0.0,0.0,0.0137,0.0
Desulfovibrio-Rhizobium-pos,0.1706,0.0474,0.0,0.0,0.0524,0.0
Desulfovibrio-Anaerobranca-pos,0.0955,0.1015,0.0,0.0,0.0858,0.0
Desulfovibrio-Domibacillus-pos,0.1706,0.0474,0.0,0.0,0.0,0.0
Desulfovibrio-Domibacillus-neg,0.0,0.0,0.0,0.0,0.0123,0.0
Desulfovibrio-Actinomyces-neg,0.0141,0.062,0.0,0.0,0.0089,0.0
Desulfovibrio-Paenibacillus-neg,0.1312,0.0774,0.0,0.0,0.0276,0.0
Desulfovibrio-Stenotrophomonas-pos,0.2165,0.1042,0.0,0.0,0.0,0.0
Desulfovibrio-Stenotrophomonas-neg,0.0,0.0,0.0,0.0,0.0179,0.0
Desulfovibrio-Eggerthella-neg,0.1312,0.0774,0.0,0.0,0.1396,0.0
Desulfovibrio-Acetobacter-pos,0.0919,0.0,0.0,0.0,0.0271,0.0
Desulfovibrio-Acetobacter-neg,0.0,0.0206,0.0,0.0,0.0,0.0
Desulfovibrio-Acetobacterium-neg,0.1312,0.0774,0.0,0.0,0.0769,0.0
Desulfovibrio-Flavobacterium-pos,0.2165,0.1042,0.0,0.0,0.0,0.0
Desulfovibrio-Flavobacterium-neg,0.0,0.0,0.0,0.0,0.002,0.0
Desulfovibrio-Actinobacteria-pos,0.2165,0.1042,0.0,0.0,0.0,0.0
Desulfovibrio-Actinobacteria-neg,0.0,0.0,0.0,0.0,0.0692,0.0
Desulfovibrio-Pedobacter-pos,0.1706,0.0474,0.0,0.0,0.0,0.0
Desulfovibrio-Pedobacter-neg,0.0,0.0,0.0,0.0,0.0324,0.0
Desulfovibrio-Micrococcus-pos,0.1706,0.0474,0.0,0.0,0.0,0.0
Desulfovibrio-Micrococcus-neg,0.0,0.0,0.0,0.0,0.055,0.0
Desulfovibrio-Brevundimonas-neg,0.1312,0.0774,0.0,0.0,0.1624,0.0
Desulfovibrio-Slackia-pos,0.0591,0.0,0.0,0.0,0.0,0.0
Desulfovibrio-Slackia-neg,0.0,0.032,0.0,0.0,0.119,0.0
Desulfovibrio-Gammaproteobacteria-pos,0.0919,0.0,0.0,0.0,0.0,0.0
Desulfovibrio-Gammaproteobacteria-neg,0.0,0.0206,0.0,0.0,0.1407,0.0
Desulfovibrio-Rhodobacteraceae-pos,0.0919,0.0,0.0,0.0,0.0,0.0
Desulfovibrio-Rhodobacteraceae-neg,0.0,0.0206,0.0,0.0,0.0454,0.0
Desulfovibrio-Propionibacteriaceae-pos,0.1706,0.0474,0.0,0.0,0.0,0.0
Desulfovibrio-Propionibacteriaceae-neg,0.0,0.0,0.0,0.0,0.012,0.0
Desulfovibrio-Oscillatoriaceae-pos,0.2297,0.1382,0.0,0.0,0.0,0.0
Desulfovibrio-Oscillatoriaceae-neg,0.0,0.0,0.0,0.0,0.107,0.0
Desulfovibrio-Flavobacteriaceae-pos,0.0,0.0,0.0,0.0,0.025,0.0
Desulfovibrio-Flavobacteriaceae-neg,0.1312,0.0774,0.0,0.0,0.0,0.0
Lachnoclostridium-Odoribacter-pos,0.3389,0.2057,0.0,0.0,0.1975,0.0
Lachnoclostridium-Enterobacterales-neg,0.0766,0.1308,0.0,0.0,0.0925,0.0
Lachnoclostridium-Enterococcus-pos,0.0,0.0171,0.0,0.0,0.0,0.0
Lachnoclostridium-Enterococcus-neg,0.0024,0.0,0.0,0.0,0.0834,0.0
Lachnoclostridium-Firmicutes-pos,0.1846,0.113,0.0,0.0,0.1457,0.0
Lachnoclostridium-Erysipelotrichaceae-pos,0.2435,0.0225,0.0,0.0,0.1283,0.0
Lachnoclostridium-Unassigned-neg,0.1413,0.0925,0.0,0.0,0.1216,0.0
Lachnoclostridium-Coriobacteriia-neg,0.2367,0.1329,0.07962955044781599,0.0,0.2085,0.0
Lachnoclostridium-Faecalicatena-pos,0.1805,0.079,0.0,0.0,0.0798,0.0
Lachnoclostridium-Desulfosporosinus-pos,0.0668,0.0,0.0,0.0,0.0,0.0
Lachnoclostridium-Desulfosporosinus-neg,0.0,0.0669,0.0,0.0,0.0237,0.0
Lachnoclostridium-Burkholderiales-pos,0.5138,0.6111,0.0720213191907446,0.0176216114710664,0.291,0.0
Lachnoclostridium-Bacteroidia-pos,0.2425,0.432,0.0,0.0,0.0799,0.0
Lachnoclostridium-Collinsella-neg,0.1317,0.1234,0.0,0.0,0.1565,0.0
Lachnoclostridium-Corynebacterium-pos,0.2223,0.094,0.0,0.0,0.058,0.0
Lachnoclostridium-Clostridiales Family XIII. Incertae Sedis-pos,0.1583,0.1407,0.0,0.0,0.0346,0.0
Lachnoclostridium-Bacteria-pos,0.1328,0.0,0.0,0.0,0.0,0.0
Lachnoclostridium-Bacteria-neg,0.0,0.0077,0.0,0.0,0.0421,0.0
Lachnoclostridium-Moorella-pos,0.2021,0.0828,0.0,0.0,0.0,0.0
Lachnoclostridium-Moorella-neg,0.0,0.0,0.0,0.0,0.0123,0.0
Lachnoclostridium-Brucella-neg,0.042,0.0731,0.0,0.0,0.0973,0.0
Lachnoclostridium-Dysgonomonas-pos,0.0413,0.0,0.0,0.0,0.0133,0.0
Lachnoclostridium-Dysgonomonas-neg,0.0,0.0541,0.0,0.0,0.0,0.0
Lachnoclostridium-Porphyromonadaceae-pos,0.221,0.0337,0.0,0.0,0.0917,0.0
Lachnoclostridium-Planococcaceae-neg,0.1413,0.0925,0.0,0.0,0.1967,0.0
Lachnoclostridium-Oceanobacillus-neg,0.2022,0.1319,0.116933013256003,0.0,0.124,0.0
Lachnoclostridium-Legionella-pos,0.4318,0.5137,0.0,0.008562388269620191,0.1233,0.0
Lachnoclostridium-Yersiniaceae-pos,0.167,0.0278,0.0,0.0,0.0096,0.0
Lachnoclostridium-Cronobacter-neg,0.1413,0.0925,0.0,0.0,0.023,0.0
Lachnoclostridium-Lactococcus-neg,0.1413,0.0925,0.0,0.0,0.0955,0.0
Lachnoclostridium-Morganella-pos,0.0857,0.0,0.0,0.0,0.0,0.0
Lachnoclostridium-Morganella-neg,0.0,0.0227,0.0,0.0,0.1156,0.0
Lachnoclostridium-Fusobacterium-pos,0.0857,0.0,0.0,0.0,0.0,0.0
Lachnoclostridium-Fusobacterium-neg,0.0,0.0237,0.0,0.0,0.0806,0.0
Lachnoclostridium-Kurthia-pos,0.1927,0.074,0.0,0.0,0.1118,0.0
Lachnoclostridium-Staphylococcaceae-pos,0.2579,0.3847,0.0,0.0,0.0,0.0
Lachnoclostridium-Staphylococcaceae-neg,0.0,0.0,0.0,0.0,0.0384,0.0
Lachnoclostridium-Methylobacterium-neg,0.0894,0.0606,0.0,0.0,0.0649,0.0
Lachnoclostridium-Veillonella-neg,0.0957,0.0922,0.0,0.0,0.1318,0.0
Lachnoclostridium-Acinetobacter-pos,0.1927,0.074,0.0,0.0,0.0,0.0
Lachnoclostridium-Acinetobacter-neg,0.0,0.0,0.0,0.0,0.0584,0.0
Lachnoclostridium-Aeromonas-pos,0.0128,0.0,0.0,0.0,0.0,0.0
Lachnoclostridium-Aeromonas-neg,0.0,0.0278,0.0,0.0,0.1228,0.0
Lachnoclostridium-Bacillaceae-neg,0.1413,0.0925,0.12383477961907599,0.0,0.0194,0.0
Lachnoclostridium-Clostridiaceae-pos,0.0327,0.3509,0.0,0.0,0.0,0.0
Lachnoclostridium-Clostridiaceae-neg,0.0,0.0,0.0,0.0,0.0042,0.0
